Customer_ID,Customer_Name,Gender,Age,State,City,Bank_Branch,Account_Type,Transaction_ID,Transaction_Date,Transaction_Time,Transaction_Amount,Merchant_ID,Transaction_Type,Merchant_Category,Account_Balance,Transaction_Device,Transaction_Location,Device_Type,Is_Fraud,Transaction_Currency,Customer_Contact,Transaction_Description,Customer_Email
ab720a9e-92e7-4f00-8387-4f54e21078f7,Om Devan,Female,60,Himachal Pradesh,Kangra,Kangra Branch,Business,1a9b4538-a1f7-458c-8727-75b0de655b2d,18-01-2025,21:20:23,98305.18,4889d0c4-8038-4587-97e6-38fbeb84a339,Bill Payment,Health,11213.13,Debit/Credit Card,"Kangra, Himachal Pradesh",Desktop,0,INR,+9191537XXXXXX,Bill payment,omXXXX@XXXXXX.com
99ea5bda-181a-431e-9376-e8710dbd478f,Gabriel Thakkar,Female,60,Telangana,Hyderabad,Hyderabad Branch,Savings,4ea64ec6-cef2-4a64-994c-deb65f3f25fd,26-01-2025,17:03:04,62647.69,15e50042-17d4-41b9-b269-cedf338d7016,Withdrawal,Entertainment,39811.37,ATM,"Hyderabad, Telangana",POS,0,INR,+9193892XXXXXX,Transfer,gabrielXXX@XXXXXX.com
a018598b-fc59-43d4-ba10-4a8376f69357,Siya Karpe,Female,61,Uttar Pradesh,Agra,Agra Branch,Savings,d4fe5f6d-ee24-4cca-b848-34b1a7b66642,01-01-2025,21:20:38,90537.12,a9cd22d4-3e45-4c34-8cc0-ade0ae98042f,Withdrawal,Entertainment,90414.05,Self-service Banking Machine,"Agra, Uttar Pradesh",Desktop,0,INR,+9191942XXXXXX,School fee payment,siyaXXXX@XXXXXXX.com
f475a0e2-e355-4a7e-8e08-2b1d5a256c62,Manthan Kaur,Male,51,Jharkhand,Hazaribagh,Hazaribagh Branch,Savings,5979ef71-3bbf-49c8-b72c-c58a0898504e,18-01-2025,17:39:01,84287.95,39176fe4-0a40-43e1-8170-33d79347a535,Bill Payment,Entertainment,45165.86,Smart Card,"Hazaribagh, Jharkhand",ATM,1,INR,+9197336XXXXXX,Streaming subscription,manthanXXX@XXXXX.com
686cd38c-863d-4b16-a5e1-b30ac84a403e,Raagini Dayal,Male,46,Delhi,East Delhi,East Delhi Branch,Savings,838010c2-0c28-40d5-a143-f6fab5fc76ef,28-01-2025,01:35:55,91000.75,974b98d5-cfa5-4c46-a6f1-72eca58dbb58,Debit,Entertainment,66477.36,Voice Assistant,"East Delhi, Delhi",ATM,0,INR,+9199962XXXXXX,Birthday present,raaginiXXXX@XXXXX.com
867e0a57-f7c0-4bda-8182-ae25437d2693,Kiaan Borde,Female,45,West Bengal,Siliguri,Siliguri Branch,Savings,3be42ecd-1246-411d-acb8-47bd2b36845f,09-01-2025,08:31:00,32061.8,30b107bc-27a8-4a00-81de-ccc9e8bae05c,Debit,Clothing,19139.72,Bank Branch,"Siliguri, West Bengal",Desktop,0,INR,+9192218XXXXXX,Online education,kiaanXXXX@XXXXX.com
f31dc8e0-0dba-4bc0-90f8-0970c8d471db,Pahal Dara,Male,62,Meghalaya,Shillong,Shillong Branch,Checking,3db09fd8-74c1-4073-aabc-ab485ca90178,20-01-2025,01:48:07,42001.26,6561f3c9-eb95-4ce8-a841-09d949842608,Bill Payment,Health,94647.77,Tablet,"Shillong, Meghalaya",Mobile,0,INR,+9197501XXXXXX,Online gaming,pahalXXXX@XXXXX.com
8f6f0868-060b-4884-a7de-404cff8740f5,Aradhana Sheth,Male,23,Maharashtra,Nashik,Nashik Branch,Checking,d43fcf6a-49ae-494b-9aaf-dd798974fa03,19-01-2025,00:19:01,73869.06,a3eae724-ac0f-4840-885b-ef82a98a4cc3,Credit,Entertainment,90580.63,Payment Gateway Device,"Nashik, Maharashtra",POS,0,INR,+9196603XXXXXX,Withdrawal,aradhanaXXXXX@XXXXXX.com
3af0d329-9513-46ba-892e-6c6e29c36393,Ekiya Nadig,Female,59,Delhi,North Delhi,North Delhi Branch,Savings,b6828885-16f2-4594-8d54-20e36e382140,11-01-2025,08:05:12,86057.07,f4fad7af-5aea-4874-a028-b95e1b3108da,Withdrawal,Groceries,65518.5,Self-service Banking Machine,"North Delhi, Delhi",POS,0,INR,+9197546XXXXXX,Charity donation,ekiyaXXX@XXXXXX.com
0fcbc6e6-bb47-49af-b69e-8cd2c5edf71d,Om Koshy,Female,49,Andhra Pradesh,Guntur,Guntur Branch,Checking,71c271e7-68ba-4e30-b2d2-62dfeb349767,19-01-2025,21:32:16,84993.68,66789d6b-ee8b-4d01-9196-bb2154628748,Debit,Groceries,79169.36,Self-service Banking Machine,"Guntur, Andhra Pradesh",ATM,0,INR,+9198875XXXXXX,Laundry service,omXXXXX@XXXXXX.com
07e5543c-815f-495f-bd84-6cd4d7a86fda,Pushti Sheth,Male,67,Rajasthan,Udaipur,Udaipur Branch,Savings,4029eb79-2311-46fb-a708-2df9a4ac639d,19-01-2025,13:37:16,38007.75,f1eaedd0-2b6b-45b2-95b0-fd3b4c7a3626,Credit,Clothing,93594.28,Desktop/Laptop,"Udaipur, Rajasthan",ATM,0,INR,+9196822XXXXXX,Senior citizen care,pushtiXXXXX@XXXXXX.com
b1e736ef-5a86-42ff-957d-e4ef4d19ca30,Tarak Muni,Male,65,Assam,Dibrugarh,Dibrugarh Branch,Business,d726c5d8-58ea-4503-aaf1-6628517e2afa,05-01-2025,10:39:49,76147.97,02d36eb5-8022-4e49-a46b-3b1039dca07a,Credit,Entertainment,19804.52,POS Mobile Device,"Dibrugarh, Assam",Desktop,0,INR,+9195763XXXXXX,Meal plan,tarakXXXXX@XXXXXX.com
ef165b2d-18d8-413c-a453-9e4393abf871,Anusha Upadhyay,Male,43,Haryana,Gurugram,Gurugram Branch,Business,b5968f7c-6478-4eaf-b611-5840b43f5965,11-01-2025,22:14:05,46253.06,5b794136-526f-4db4-b95b-f624f8deadc4,Bill Payment,Restaurant,43052.71,Biometric Scanner,"Gurugram, Haryana",Mobile,0,INR,+9194741XXXXXX,Gifts for parents,anushaXXX@XXXXX.com
5d7e77d4-e463-4455-97e1-3820e81ee31c,Hitesh Bal,Female,35,Gujarat,Surat,Surat Branch,Savings,6559229a-0451-4dde-ba3d-1502d41c1a56,10-01-2025,20:41:40,18523.81,6ecfb0c7-7039-41ba-9e2b-c5c5236fb5b7,Credit,Entertainment,48088.95,POS Mobile App,"Surat, Gujarat",POS,0,INR,+9191420XXXXXX,Business expense,hiteshXXX@XXXXX.com
9f129ad2-4051-4375-a19f-e75e0e77f3a4,Vasudha Panchal,Female,32,Punjab,Patiala,Patiala Branch,Checking,3c1b6a25-9320-4ee3-833a-f45bf8bcea0b,17-01-2025,14:16:37,93159.44,f14f246c-3b1c-42ce-88af-aa6e9f78fedb,Transfer,Groceries,92572.97,ATM Booth Kiosk,"Patiala, Punjab",ATM,0,INR,+9198003XXXXXX,Personal loan repayment,vasudhaXXXX@XXXXXX.com
84d86694-23de-4cdd-afc1-da039caa1015,Yauvani Chaudhari,Female,51,Jharkhand,Dhanbad,Dhanbad Branch,Savings,c516991d-56db-467a-9079-5e1ddfa45869,17-01-2025,07:24:43,13596.38,45f6e406-3745-4d88-a279-ea80380d5580,Withdrawal,Clothing,35364.15,Self-service Banking Machine,"Dhanbad, Jharkhand",ATM,0,INR,+9191842XXXXXX,Parking charges,yauvaniXXXXX@XXXXXX.com
62b4466e-142f-41e7-963d-cb9334d4b0bc,Atharv Rajagopal,Male,31,Tripura,Agartala,Agartala Branch,Checking,12276a7c-20d3-4937-880e-9d25ad9dfe60,06-01-2025,10:53:03,25647.01,730512a0-b6a8-41d0-997d-197c40d65975,Debit,Electronics,91413.86,Self-service Banking Machine,"Agartala, Tripura",POS,0,INR,+9195003XXXXXX,Children’s clothing,atharvXXXXX@XXXXX.com
b272f70a-75aa-4c16-b035-5ce1e0061af1,Indira Ghose,Male,48,Arunachal Pradesh,Itanagar,Itanagar Branch,Savings,19336562-519c-4510-9e16-11ca26f87762,02-01-2025,11:43:32,1406.08,5417d933-074c-43db-873a-7dd8951e9edd,Debit,Health,74546.86,ATM,"Itanagar, Arunachal Pradesh",POS,0,INR,+9192825XXXXXX,Fitness membership,indiraXXXXX@XXXXX.com
811f2ca6-871e-4e99-9155-7417362e77e1,Tanveer Nigam,Male,24,Telangana,Hyderabad,Hyderabad Branch,Business,fad66b63-fa5a-4647-b618-30716e28c16f,13-01-2025,01:59:22,2618.5,45bedd56-25c4-4444-baec-8b597f7cc031,Bill Payment,Restaurant,39547.57,Biometric Scanner,"Hyderabad, Telangana",ATM,0,INR,+9192624XXXXXX,Streaming service subscription,tanveerXXXXX@XXXXXX.com
853d37f0-63de-4e18-a035-f92de51f005a,Omya Dugal,Male,44,Meghalaya,Shillong,Shillong Branch,Business,b0ee614d-1afe-4755-8ce2-430033e9fee8,22-01-2025,09:33:27,24505.78,b30482f2-72c4-4487-a1ce-6350aa376402,Debit,Restaurant,70602.46,ATM,"Shillong, Meghalaya",POS,0,INR,+9196226XXXXXX,Loyalty points redemption,omyaXXX@XXXXXX.com
c6222a15-b19f-4bb7-b45d-c1685e1935d6,Falak Peri,Male,26,Gujarat,Ahmedabad,Ahmedabad Branch,Checking,9d6746de-39f6-481d-8863-bf5b7eb583cd,24-01-2025,11:55:29,57198.47,f66c6ffc-37a0-4203-9e39-6de6d3d24fcb,Debit,Entertainment,97421.29,Virtual Card,"Ahmedabad, Gujarat",POS,0,INR,+9196394XXXXXX,Subscription payment,falakXXX@XXXXX.com
54fe99b5-4fb3-4fe6-b68a-6e50a314c613,Omisha Khurana,Male,60,Lakshadweep,Kavaratti,Kavaratti Branch,Checking,789a6af5-dea9-4f4b-86bd-0cc13c448d90,02-01-2025,09:46:41,5982.27,769ce397-5854-4a2c-ad03-2d2c8af8e670,Debit,Clothing,42564.79,POS Mobile App,"Kavaratti, Lakshadweep",Mobile,0,INR,+9199958XXXXXX,Cryptocurrency purchase,omishaXXX@XXXXX.com
b4dd1a9f-9e29-4c30-a78c-bb813d9e36e6,Krisha Bava,Female,45,Dadra and Nagar Haveli and Daman and Diu,Diu,Diu Branch,Savings,2a001649-d244-441b-a4d1-ce7dbb548b5e,01-01-2025,20:42:06,50759.08,e7e2dc47-cdf7-44e2-ac8f-bda617f11274,Bill Payment,Health,24101.61,POS Mobile Device,"Diu, Dadra and Nagar Haveli and Daman and Diu",POS,0,INR,+9195569XXXXXX,Political donation,krishaXXX@XXXXXX.com
6d03c6db-fb90-42bf-a82a-3ed55c8c2d0a,Viraj Randhawa,Male,50,Nagaland,Wokha,Wokha Branch,Savings,1b189bb6-10da-4ca3-82c9-8f40c44f4e6f,23-01-2025,17:15:18,92512.12,8127ca8a-57cc-4b9e-8f27-888687a89d2c,Transfer,Clothing,54739.37,Debit/Credit Card,"Wokha, Nagaland",Desktop,0,INR,+9194154XXXXXX,Bank fee,virajXXXX@XXXXX.com
d893eb39-b352-4eca-9a58-7b3dc7ddb1cb,Upasna Gupta,Male,51,Gujarat,Bhavnagar,Bhavnagar Branch,Business,fedaa3b8-a6ac-4985-9cae-056375dd8f2e,29-01-2025,01:30:38,90780.78,7b2752a3-8558-4c16-97bf-8c9b3fabb4af,Bill Payment,Groceries,27483.71,Payment Gateway Device,"Bhavnagar, Gujarat",Mobile,0,INR,+9194508XXXXXX,Courier charges,upasnaXXX@XXXXXX.com
a2baa406-0514-487a-bb70-e0fee71908b9,Jeremiah Dube,Male,60,Punjab,Jalandhar,Jalandhar Branch,Checking,e935389f-c719-4145-a599-ada22cd8501c,03-01-2025,02:00:18,78471.09,58505f30-f500-4a94-9cad-02d0d732167b,Transfer,Clothing,42310.81,Virtual Card,"Jalandhar, Punjab",POS,0,INR,+9199471XXXXXX,Gift card purchase,jeremiahXXXXX@XXXXX.com
2d74b8dd-50cc-4c0b-8284-f7a7e714c48c,Finn Bhatia,Male,28,Nagaland,Mokokchung,Mokokchung Branch,Checking,cd7efd75-e77f-4ede-9baa-774ff84b97ba,24-01-2025,23:41:30,23463.23,bbefe595-3208-4d62-adf6-90fd74f8d5c3,Withdrawal,Health,88845.43,ATM,"Mokokchung, Nagaland",Desktop,0,INR,+9196041XXXXXX,Vacation payment,finnXXX@XXXXXX.com
7f94d447-db45-416c-b355-be6b65333772,Logan Bajwa,Female,70,Gujarat,Ahmedabad,Ahmedabad Branch,Business,22ce4418-64bc-41ed-b1e7-961ec3a96bd0,24-01-2025,08:18:22,79571.73,d2e67ab7-5427-465e-aa30-8fbd26ce5668,Debit,Health,62710.93,POS Mobile Device,"Ahmedabad, Gujarat",ATM,1,INR,+9199488XXXXXX,Contract renewal,loganXXXXX@XXXXX.com
3442e252-f277-447e-906f-e628c53d2e33,Elijah Narain,Male,20,Puducherry,Yanam,Yanam Branch,Savings,67dec632-09a9-4a6c-9eb8-0270e8a78452,01-01-2025,04:52:38,1032.01,9e6a20ec-3d1b-41f1-8e8e-ff369bd1f806,Withdrawal,Entertainment,44507.52,Self-service Banking Machine,"Yanam, Puducherry",POS,0,INR,+9197622XXXXXX,Subscription box,elijahXXXXX@XXXXXX.com
1d60bd51-b5b6-4eef-a69e-63c33712a143,Tripti Nayak,Male,47,Maharashtra,Nashik,Nashik Branch,Savings,0386362d-cafa-46f2-ab22-bbc791bf039d,10-01-2025,10:35:37,18613.11,cfa20287-8b88-45e2-bfca-7d1973e2aaf9,Withdrawal,Entertainment,92036.92,ATM Booth Kiosk,"Nashik, Maharashtra",Mobile,0,INR,+9198696XXXXXX,Jewelry purchase,triptiXXXXX@XXXXXX.com
18a6b564-8c32-49e5-af17-e26186a878b3,Rajeshri Ram,Male,55,Andhra Pradesh,Guntur,Guntur Branch,Business,b345bcaf-ca9a-4033-a766-899f07b89d25,19-01-2025,02:42:39,64500.16,9aecb341-c106-4c9a-9d9a-3200553cfa34,Transfer,Entertainment,5530.83,POS Terminal,"Guntur, Andhra Pradesh",POS,0,INR,+9196287XXXXXX,Pharmacy bill,rajeshriXXX@XXXXXXX.com
12d19e6f-d632-4d56-af7e-9ce516ea046f,Chanchal Mane,Female,46,Mizoram,Kolasib,Kolasib Branch,Business,b10ec069-217c-4e94-8ad2-b446421104fb,20-01-2025,14:01:08,98755.37,ca361fec-1171-4c8b-9c13-ed1400bf6245,Bill Payment,Clothing,44495.64,Wearable Device,"Kolasib, Mizoram",POS,0,INR,+9192194XXXXXX,Online shopping,chanchalXXX@XXXXXXX.com
a810e5c4-d470-4a04-9775-b0ae213f2cf2,Advika Kaul,Female,37,Chandigarh,Chandigarh,Chandigarh Branch,Savings,1837f079-5287-45f9-88ec-53627dbefbc5,06-01-2025,19:19:41,98559.6,e3a5734e-4331-47ef-bb43-46dea3a9dd3a,Credit,Entertainment,87471.24,Payment Gateway Device,"Chandigarh, Chandigarh",POS,0,INR,+9191148XXXXXX,Shopping mall purchase,advikaXXXXX@XXXXXX.com
d4460d0e-ff3d-44b8-964f-2a68d71bbf25,Rajeshri Bora,Female,58,Delhi,East Delhi,East Delhi Branch,Checking,b742c3f5-283e-4939-bf90-2f7317d01aaf,29-01-2025,04:59:55,19642.71,495d9240-c3bd-4d80-bf0d-a90d099b08b5,Debit,Groceries,64290.2,Debit/Credit Card,"East Delhi, Delhi",Desktop,0,INR,+9199130XXXXXX,Cryptocurrency purchase,rajeshriXXXXX@XXXXXX.com
856c1e12-462b-43cb-9ce2-67ea2d7f75e4,Ayushman Date,Male,32,Meghalaya,Tura,Tura Branch,Checking,d45d2759-09c9-42da-b3d0-076a9ac11edc,16-01-2025,10:01:30,77694.43,94f53555-c934-44af-a42c-6d6f058b0bf4,Transfer,Clothing,89062.62,Tablet,"Tura, Meghalaya",Desktop,0,INR,+9194326XXXXXX,Consulting fee,ayushmanXXXXX@XXXXX.com
03a152a1-62f7-4f79-9e59-35dafec9867f,Shivani Patil,Male,48,Gujarat,Surat,Surat Branch,Savings,357e4dd9-fae4-401f-b2e4-6a47dcc25f99,26-01-2025,01:08:51,32689.5,35942e8c-d313-4050-b067-7eb22868b0d6,Transfer,Restaurant,53652.42,ATM Booth Kiosk,"Surat, Gujarat",POS,0,INR,+9196094XXXXXX,Car rental,shivaniXXXX@XXXXXX.com
6296e448-732b-4717-8d81-2a9add9e806b,Jack Dani,Male,19,Tamil Nadu,Madurai,Madurai Branch,Savings,6374acee-8f31-48ee-8f8e-7bbcc3c4be5d,25-01-2025,23:09:58,1318.17,9b15068d-81f7-4537-8270-ae190dd46dc8,Debit,Clothing,86750.71,Smart Card,"Madurai, Tamil Nadu",Mobile,0,INR,+9196474XXXXXX,Home repairs,jackXXXX@XXXXXX.com
de112467-c4a5-4205-87a7-fc876eecc01f,Tanay Bassi,Male,66,West Bengal,Asansol,Asansol Branch,Savings,7c12afd0-0938-4622-9344-3b897dd8a5b3,04-01-2025,03:08:18,37518.54,f6de32e4-0592-4250-8c45-df186fac7fb6,Debit,Groceries,48008.47,Desktop/Laptop,"Asansol, West Bengal",POS,0,INR,+9196606XXXXXX,Utility bill payment,tanayXXX@XXXXX.com
5ce9e7ec-84a1-4afb-aad1-998dd48e9f46,Avni Gour,Male,53,Nagaland,Mokokchung,Mokokchung Branch,Business,47abcb3f-b405-405d-a97f-4bb96a361f68,24-01-2025,15:50:46,37306.68,016a357a-5028-425c-b25f-aeddae1b63ca,Bill Payment,Clothing,6742.34,POS Terminal,"Mokokchung, Nagaland",ATM,0,INR,+9196176XXXXXX,Tech gadgets purchase,avniXXXX@XXXXX.com
